epoch,train_acc,test_acc,overfit_gap
1,0.9323393106460571,0.9618571400642395,-0.029517829418182373
2,0.9645892977714539,0.9597142934799194,0.004875004291534424
3,0.9683928489685059,0.9664999842643738,0.00189286470413208
4,0.9698928594589233,0.9580000042915344,0.011892855167388916
5,0.9700178503990173,0.967285692691803,0.0027321577072143555
6,0.9705535769462585,0.9649999737739563,0.005553603172302246
7,0.9712142944335938,0.9685714244842529,0.0026428699493408203
8,0.9723928570747375,0.9669285416603088,0.005464315414428711
9,0.9728392958641052,0.9685714244842529,0.004267871379852295
10,0.9722678661346436,0.9656428694725037,0.006624996662139893
11,0.9722856879234314,0.9527142643928528,0.019571423530578613
12,0.9733750224113464,0.9624285697937012,0.010946452617645264
13,0.9734821319580078,0.967285692691803,0.006196439266204834
14,0.9747856855392456,0.965071439743042,0.009714245796203613
15,0.9733571410179138,0.9697856903076172,0.003571450710296631
16,0.9732678532600403,0.9673571586608887,0.005910694599151611
17,0.9741607308387756,0.9685714244842529,0.005589306354522705
18,0.974017858505249,0.9687142968177795,0.005303561687469482
19,0.9743750095367432,0.9699285626411438,0.004446446895599365
20,0.9751607179641724,0.9626428484916687,0.012517869472503662
21,0.9747321605682373,0.9612143039703369,0.01351785659790039
22,0.9736785888671875,0.9704999923706055,0.0031785964965820312
23,0.975732147693634,0.970214307308197,0.005517840385437012
24,0.9752500057220459,0.9672142863273621,0.008035719394683838
25,0.9750000238418579,0.9692142605781555,0.005785763263702393
26,0.9754464030265808,0.9697142839431763,0.005732119083404541
27,0.9749285578727722,0.9731428623199463,0.0017856955528259277
28,0.9756249785423279,0.966785728931427,0.008839249610900879
29,0.975482165813446,0.9631428718566895,0.012339293956756592
30,0.9763392806053162,0.9684285521507263,0.007910728454589844
31,0.9746071696281433,0.9688571691513062,0.005750000476837158
32,0.9747856855392456,0.9648571610450745,0.009928524494171143
33,0.9761428833007812,0.9695714116096497,0.006571471691131592
34,0.9750714302062988,0.9675714373588562,0.007499992847442627
35,0.9752500057220459,0.9717857241630554,0.0034642815589904785
36,0.9748035669326782,0.9679285883903503,0.006874978542327881
37,0.9754106998443604,0.972000002861023,0.0034106969833374023
38,0.9760714173316956,0.9693571329116821,0.006714284420013428
39,0.9755892753601074,0.9630714058876038,0.012517869472503662
40,0.975857138633728,0.9675714373588562,0.008285701274871826
41,0.9752500057220459,0.9653571248054504,0.009892880916595459
42,0.9751250147819519,0.9677857160568237,0.007339298725128174
43,0.9754999876022339,0.9652857184410095,0.010214269161224365
44,0.9750000238418579,0.9672142863273621,0.00778573751449585
45,0.9761964082717896,0.9637143015861511,0.012482106685638428
46,0.9753392934799194,0.9674285650253296,0.007910728454589844
47,0.9749821424484253,0.9631428718566895,0.01183927059173584
48,0.9746606945991516,0.966785728931427,0.00787496566772461
49,0.975482165813446,0.9639999866485596,0.011482179164886475
50,0.97560715675354,0.9605000019073486,0.015107154846191406
51,0.9760357141494751,0.9714285731315613,0.004607141017913818
52,0.9761607050895691,0.970214307308197,0.00594639778137207
53,0.975428581237793,0.9674285650253296,0.008000016212463379
54,0.9753571152687073,0.961571455001831,0.01378566026687622
55,0.9751071333885193,0.966785728931427,0.008321404457092285
56,0.9752678275108337,0.9677143096923828,0.007553517818450928
57,0.975482165813446,0.9634285569190979,0.012053608894348145
58,0.9754464030265808,0.9589999914169312,0.016446411609649658
59,0.9750357270240784,0.9637143015861511,0.011321425437927246
60,0.9760357141494751,0.9649999737739563,0.011035740375518799
61,0.9752678275108337,0.9653571248054504,0.0099107027053833
62,0.9754642844200134,0.9682142734527588,0.007250010967254639
63,0.975928544998169,0.9713571667671204,0.004571378231048584
64,0.97560715675354,0.968999981880188,0.006607174873352051
65,0.9766607284545898,0.9703571200370789,0.006303608417510986
66,0.9757678508758545,0.9654285907745361,0.01033926010131836
67,0.9763392806053162,0.9735714197158813,0.0027678608894348145
68,0.975857138633728,0.9629999995231628,0.012857139110565186
69,0.9763928651809692,0.9681428670883179,0.008249998092651367
70,0.9749642610549927,0.9627143144607544,0.012249946594238281
71,0.975928544998169,0.9631428718566895,0.012785673141479492
72,0.9754642844200134,0.9683571457862854,0.007107138633728027
73,0.9759643077850342,0.9659285545349121,0.01003575325012207
74,0.9757857322692871,0.9653571248054504,0.01042860746383667
75,0.9757857322692871,0.9674999713897705,0.008285760879516602
76,0.975732147693634,0.9636428356170654,0.012089312076568604
77,0.9756249785423279,0.9652857184410095,0.01033926010131836
78,0.975553572177887,0.9668571352958679,0.008696436882019043
79,0.9756249785423279,0.9681428670883179,0.00748211145401001
80,0.9762856960296631,0.9611428380012512,0.015142858028411865
81,0.9749821424484253,0.9664285778999329,0.008553564548492432
82,0.9758214354515076,0.9670714139938354,0.00875002145767212
83,0.9755892753601074,0.9683571457862854,0.0072321295738220215
84,0.9746071696281433,0.9632142782211304,0.01139289140701294
85,0.975928544998169,0.9696428775787354,0.006285667419433594
86,0.9762856960296631,0.9652143120765686,0.011071383953094482
87,0.9764821529388428,0.968500018119812,0.007982134819030762
88,0.9749285578727722,0.968999981880188,0.0059285759925842285
89,0.9759464263916016,0.9687142968177795,0.0072321295738220215
90,0.9750893115997314,0.9604285955429077,0.01466071605682373
91,0.9756249785423279,0.9680714011192322,0.007553577423095703
92,0.9760714173316956,0.9619285464286804,0.014142870903015137
93,0.9760535955429077,0.9654285907745361,0.010625004768371582
94,0.9768214225769043,0.9694285988807678,0.007392823696136475
95,0.9750000238418579,0.9670714139938354,0.007928609848022461
96,0.9762321710586548,0.9664285778999329,0.009803593158721924
97,0.9756249785423279,0.9648571610450745,0.010767817497253418
98,0.9752857089042664,0.9664999842643738,0.008785724639892578
99,0.9746606945991516,0.9664999842643738,0.008160710334777832
100,0.9755178689956665,0.9660000205039978,0.009517848491668701
